"region","kön","näringsgren SNI 2007","födelseregion","sysselsatta efter arbetsställets belägenhet 2020","sysselsatta efter arbetsställets belägenhet 2021","sysselsatta efter arbetsställets belägenhet 2022","sysselsatta efter arbetsställets belägenhet 2023","sysselsatta efter arbetsställets belägenhet 2024","sysselsatta efter bostadens belägenhet 2020","sysselsatta efter bostadens belägenhet 2021","sysselsatta efter bostadens belägenhet 2022","sysselsatta efter bostadens belägenhet 2023","sysselsatta efter bostadens belägenhet 2024"
"1882 Askersund","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",6,7,3,3,6,6,8,5,6,7
"1882 Askersund","kvinnor","US uppgift saknas","totalt",63,50,53,53,6,64,50,50,48,6
"1882 Askersund","kvinnor","US uppgift saknas","inrikes född",42,43,47,46,4,44,36,42,42,3
"1882 Askersund","kvinnor","US uppgift saknas","utrikes född",21,12,7,10,0,17,10,4,11,3
"1882 Askersund","totalt","A-U+US Total","totalt",4545,4667,4737,4731,4771,5357,5530,5533,5536,5529
"1882 Askersund","totalt","A-U+US Total","inrikes född",4106,4181,4232,4205,4186,4918,5042,5037,5007,4992
"1882 Askersund","totalt","A-U+US Total","utrikes född",439,488,505,523,582,438,491,496,527,532
"1882 Askersund","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",355,359,363,386,385,307,302,307,307,310
"1882 Askersund","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",332,330,342,361,354,290,283,286,289,284
"1882 Askersund","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",20,25,24,25,31,15,22,20,22,26
"1882 Askersund","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",1124,1167,1178,1180,1277,1086,1137,1146,1153,1144
"1882 Askersund","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",1038,1087,1108,1107,1185,1020,1067,1078,1074,1071
"1882 Askersund","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",86,80,69,75,93,67,69,71,76,71
"1882 Askersund","totalt","D+E företag inom energi och miljö","totalt",61,62,68,65,62,67,85,85,89,88
"1882 Askersund","totalt","D+E företag inom energi och miljö","inrikes född",61,63,66,63,58,69,81,83,83,84
"1882 Askersund","totalt","D+E företag inom energi och miljö","utrikes född",0,0,3,3,3,0,0,4,4,4
"1882 Askersund","totalt","F byggindustri","totalt",488,477,470,435,448,561,563,550,547,556
"1882 Askersund","totalt","F byggindustri","inrikes född",461,444,437,402,396,541,531,520,514,518
"1882 Askersund","totalt","F byggindustri","utrikes född",31,31,32,31,52,23,33,33,35,34
"1882 Askersund","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",353,374,383,408,349,568,605,619,610,573
"1882 Askersund","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",324,340,342,359,316,530,563,569,556,527
"1882 Askersund","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",26,35,41,47,33,40,43,50,57,47
"1882 Askersund","totalt","H transport- och magasineringsföretag","totalt",240,230,209,188,200,279,283,267,247,254
"1882 Askersund","totalt","H transport- och magasineringsföretag","inrikes född",224,215,190,165,177,255,259,242,232,243
"1882 Askersund","totalt","H transport- och magasineringsföretag","utrikes född",17,17,23,25,23,25,24,23,14,12
"1882 Askersund","totalt","I hotell och restauranger","totalt",103,128,131,123,132,113,126,138,133,133
"1882 Askersund","totalt","I hotell och restauranger","inrikes född",74,85,89,82,81,85,97,107,98,88
"1882 Askersund","totalt","I hotell och restauranger","utrikes född",35,43,43,41,54,23,30,31,37,44
"1882 Askersund","totalt","J informations- och kommunikationsföretag","totalt",21,18,20,21,30,44,49,46,51,58
"1882 Askersund","totalt","J informations- och kommunikationsföretag","inrikes född",21,18,17,22,26,43,48,44,49,51
"1882 Askersund","totalt","J informations- och kommunikationsföretag","utrikes född",0,0,0,0,3,3,3,3,6,4
"1882 Askersund","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",3,3,4,4,4,13,19,19,17,16
"1882 Askersund","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",3,3,4,4,4,13,17,19,17,16
"1882 Askersund","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,0,0,0,0,0,0,0,0,0
"1882 Askersund","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",57,68,71,72,67,91,93,97,90,87
"1882 Askersund","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",54,61,60,69,60,86,82,91,84,82
"1882 Askersund","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",4,8,6,6,7,7,8,7,6,6
"1882 Askersund","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",257,270,315,314,291,325,361,374,401,430
"1882 Askersund","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",236,252,274,268,251,288,328,332,351,386
"1882 Askersund","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",21,21,41,49,39,37,33,42,51,46
"1882 Askersund","totalt","O civila myndigheter och försvaret","totalt",102,115,123,103,97,236,230,234,234,234
"1882 Askersund","totalt","O civila myndigheter och försvaret","inrikes född",99,110,120,100,91,231,222,221,228,221
"1882 Askersund","totalt","O civila myndigheter och försvaret","utrikes född",5,4,8,5,8,7,7,9,9,13
"1882 Askersund","totalt","P utbildningsväsendet","totalt",388,417,457,476,430,512,536,544,544,502
"1882 Askersund","totalt","P utbildningsväsendet","inrikes född",349,359,410,428,385,468,479,494,493,459
"1882 Askersund","totalt","P utbildningsväsendet","utrikes född",38,56,49,47,41,48,54,55,51,43
"1882 Askersund","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",734,719,705,719,849,857,862,845,852,959
"1882 Askersund","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",617,581,560,565,658,749,739,718,716,795
"1882 Askersund","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",114,135,146,157,186,105,125,126,138,164
"1882 Askersund","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",144,155,139,138,145,169,171,158,163,166
"1882 Askersund","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",134,145,134,129,136,153,156,145,143,155
"1882 Askersund","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",9,10,5,11,11,18,16,14,14,12
"1882 Askersund","totalt","US uppgift saknas","totalt",119,109,100,91,9,126,107,98,97,24
"1882 Askersund","totalt","US uppgift saknas","inrikes född",91,87,87,82,6,95,87,86,81,19
"1882 Askersund","totalt","US uppgift saknas","utrikes född",26,21,14,12,3,28,20,15,14,8
"1883 Karlskoga","män","A-U+US Total","totalt",7823,8019,8247,8406,8831,7193,7405,7569,7609,7665
"1883 Karlskoga","män","A-U+US Total","inrikes född",6798,6922,7048,7173,7537,6114,6211,6293,6312,6369
"1883 Karlskoga","män","A-U+US Total","utrikes född",1023,1095,1202,1235,1290,1077,1188,1276,1296,1297
"1883 Karlskoga","män","A företag inom jordbruk, skogsbruk och fiske","totalt",167,159,148,115,99,116,112,101,101,91
"1883 Karlskoga","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",147,145,140,103,89,103,99,90,88,84
"1883 Karlskoga","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",19,18,10,18,12,14,11,11,11,6
"1883 Karlskoga","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",3038,3183,3258,3419,3729,2426,2523,2578,2625,2734
"1883 Karlskoga","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",2781,2893,2941,3087,3366,2181,2245,2282,2323,2419
"1883 Karlskoga","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",261,291,317,335,364,241,279,292,302,316
"1883 Karlskoga","män","D+E företag inom energi och miljö","totalt",188,169,179,148,150,159,155,157,141,144
"1883 Karlskoga","män","D+E företag inom energi och miljö","inrikes född",169,151,163,129,129,139,139,142,122,125
"1883 Karlskoga","män","D+E företag inom energi och miljö","utrikes född",21,18,23,20,17,16,18,15,15,14
"1883 Karlskoga","män","F byggindustri","totalt",906,948,971,990,1007,911,999,988,972,908
"1883 Karlskoga","män","F byggindustri","inrikes född",814,836,871,897,920,825,885,870,865,829
"1883 Karlskoga","män","F byggindustri","utrikes född",95,109,105,97,87,89,114,117,106,75
"1883 Karlskoga","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",729,752,731,719,713,685,705,687,699,707
"1883 Karlskoga","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",628,645,617,609,596,577,584,569,580,577
"1883 Karlskoga","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",101,104,116,107,115,107,120,124,125,133
"1883 Karlskoga","män","H transport- och magasineringsföretag","totalt",212,237,236,268,292,324,343,353,315,307
"1883 Karlskoga","män","H transport- och magasineringsföretag","inrikes född",151,165,168,190,209,206,221,223,192,191
"1883 Karlskoga","män","H transport- och magasineringsföretag","utrikes född",62,69,68,75,85,116,123,129,124,116
"1883 Karlskoga","män","I hotell och restauranger","totalt",183,188,206,204,235,195,198,222,225,218
"1883 Karlskoga","män","I hotell och restauranger","inrikes född",74,74,75,76,110,79,81,82,88,84
"1883 Karlskoga","män","I hotell och restauranger","utrikes född",110,113,133,124,126,112,119,141,140,134
"1883 Karlskoga","män","J informations- och kommunikationsföretag","totalt",252,251,270,263,255,246,261,274,284,271
"1883 Karlskoga","män","J informations- och kommunikationsföretag","inrikes född",244,242,258,250,241,237,249,260,269,247
"1883 Karlskoga","män","J informations- och kommunikationsföretag","utrikes född",9,7,12,11,16,8,10,11,18,21
"1883 Karlskoga","män","K kreditinstitut och försäkringsbolag m.m.","totalt",24,22,16,15,16,36,41,31,29,29
"1883 Karlskoga","män","K kreditinstitut och försäkringsbolag m.m.","inrikes född",22,21,16,16,16,34,36,27,29,26
"1883 Karlskoga","män","K kreditinstitut och försäkringsbolag m.m.","utrikes född",4,3,3,3,3,4,3,4,4,4
"1883 Karlskoga","män","L fastighetsbolag och fastighetsförvaltare","totalt",193,161,170,186,190,196,166,177,180,184
"1883 Karlskoga","män","L fastighetsbolag och fastighetsförvaltare","inrikes född",179,149,157,173,174,182,153,159,167,170
"1883 Karlskoga","män","L fastighetsbolag och fastighetsförvaltare","utrikes född",15,13,13,15,16,13,11,11,14,12
"1883 Karlskoga","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",690,683,731,726,756,639,654,686,673,720
"1883 Karlskoga","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",590,578,600,601,637,541,536,554,555,577
"1883 Karlskoga","män","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",100,103,130,119,122,100,118,129,116,148
"1883 Karlskoga","män","O civila myndigheter och försvaret","totalt",265,266,281,300,326,292,297,295,315,323
"1883 Karlskoga","män","O civila myndigheter och försvaret","inrikes född",237,238,248,269,285,270,273,269,286,302
"1883 Karlskoga","män","O civila myndigheter och försvaret","utrikes född",25,23,32,32,43,26,28,26,31,24
"1883 Karlskoga","män","P utbildningsväsendet","totalt",309,292,308,298,306,285,276,283,277,275
"1883 Karlskoga","män","P utbildningsväsendet","inrikes född",256,243,261,248,252,231,236,243,227,229
"1883 Karlskoga","män","P utbildningsväsendet","utrikes född",51,49,45,52,53,50,39,42,47,44
"1883 Karlskoga","män","Q enheter för vård och omsorg, socialtjänst","totalt",385,423,438,467,503,354,378,426,449,466
"1883 Karlskoga","män","Q enheter för vård och omsorg, socialtjänst","inrikes född",282,292,281,285,300,239,248,267,273,277
"1883 Karlskoga","män","Q enheter för vård och omsorg, socialtjänst","utrikes född",106,129,154,181,198,117,133,156,177,185
"1883 Karlskoga","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",221,235,247,239,244,224,225,230,233,228
"1883 Karlskoga","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",185,198,212,191,202,179,176,182,178,179
"1883 Karlskoga","män","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",37,40,36,51,40,46,44,51,54,53
"1883 Karlskoga","män","US uppgift saknas","totalt",60,61,55,46,12,101,81,77,83,53
"1883 Karlskoga","män","US uppgift saknas","inrikes född",46,47,44,35,7,85,59,68,72,45
"1883 Karlskoga","män","US uppgift saknas","utrikes född",15,12,12,6,3,18,21,13,14,7
"1883 Karlskoga","kvinnor","A-U+US Total","totalt",7107,7303,7388,7594,7795,6469,6594,6698,6796,6781
"1883 Karlskoga","kvinnor","A-U+US Total","inrikes född",6156,6264,6256,6429,6558,5567,5610,5614,5649,5607
"1883 Karlskoga","kvinnor","A-U+US Total","utrikes född",952,1035,1126,1164,1237,902,988,1088,1149,1172
"1883 Karlskoga","kvinnor","A företag inom jordbruk, skogsbruk och fiske","totalt",62,55,51,51,40,51,49,42,45,38
"1883 Karlskoga","kvinnor","A företag inom jordbruk, skogsbruk och fiske","inrikes född",58,53,50,51,42,47,46,41,42,39
"1883 Karlskoga","kvinnor","A företag inom jordbruk, skogsbruk och fiske","utrikes född",3,5,0,0,0,3,3,0,0,0
"1883 Karlskoga","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",1214,1276,1352,1498,1718,931,955,1024,1110,1216
"1883 Karlskoga","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",1114,1166,1228,1362,1583,847,862,924,1006,1113
"1883 Karlskoga","kvinnor","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",101,110,124,136,138,86,95,98,104,105
"1883 Karlskoga","kvinnor","D+E företag inom energi och miljö","totalt",49,45,42,28,25,41,38,37,24,23
"1883 Karlskoga","kvinnor","D+E företag inom energi och miljö","inrikes född",46,43,38,22,21,37,32,32,22,21
"1883 Karlskoga","kvinnor","D+E företag inom energi och miljö","utrikes född",3,3,3,3,0,3,3,3,3,0
"1883 Karlskoga","kvinnor","F byggindustri","totalt",121,179,149,144,148,116,160,133,126,125
"1883 Karlskoga","kvinnor","F byggindustri","inrikes född",84,131,117,113,113,79,111,100,95,90
"1883 Karlskoga","kvinnor","F byggindustri","utrikes född",39,50,34,31,37,39,51,32,30,31
"1883 Karlskoga","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",597,634,604,605,585,544,556,544,532,513
"1883 Karlskoga","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",546,574,546,549,531,496,505,492,469,459
"1883 Karlskoga","kvinnor","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",47,59,57,58,55,45,50,55,63,52
"1883 Karlskoga","kvinnor","H transport- och magasineringsföretag","totalt",54,56,63,70,62,68,73,84,76,77
"1883 Karlskoga","kvinnor","H transport- och magasineringsföretag","inrikes född",46,47,52,60,56,55,69,72,68,70
"1883 Karlskoga","kvinnor","H transport- och magasineringsföretag","utrikes född",7,6,11,6,12,12,9,10,8,9
"1883 Karlskoga","kvinnor","I hotell och restauranger","totalt",209,221,231,219,241,218,227,258,247,228
"1883 Karlskoga","kvinnor","I hotell och restauranger","inrikes född",159,173,171,158,162,172,174,179,173,154
"1883 Karlskoga","kvinnor","I hotell och restauranger","utrikes född",48,48,62,57,79,49,52,84,75,74
"1883 Karlskoga","kvinnor","J informations- och kommunikationsföretag","totalt",113,122,129,139,137,99,100,105,115,105
"1883 Karlskoga","kvinnor","J informations- och kommunikationsföretag","inrikes född",109,117,124,132,129,90,94,97,101,97
"1883 Karlskoga","kvinnor","J informations- och kommunikationsföretag","utrikes född",8,7,5,8,8,7,5,10,13,11
"1883 Karlskoga","kvinnor","K kreditinstitut och försäkringsbolag m.m.","totalt",37,31,31,29,26,36,39,34,30,29
"1883 Karlskoga","kvinnor","K kreditinstitut och försäkringsbolag m.m.","inrikes född",35,31,32,29,26,34,39,33,33,29
"1883 Karlskoga","kvinnor","K kreditinstitut och försäkringsbolag m.m.","utrikes född",3,0,0,0,0,3,0,3,0,0
"1883 Karlskoga","kvinnor","L fastighetsbolag och fastighetsförvaltare","totalt",126,119,116,97,94,120,122,110,99,90
"1883 Karlskoga","kvinnor","L fastighetsbolag och fastighetsförvaltare","inrikes född",115,112,100,87,81,104,110,98,86,77
"1883 Karlskoga","kvinnor","L fastighetsbolag och fastighetsförvaltare","utrikes född",13,10,14,14,10,13,9,13,15,11
"1883 Karlskoga","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",693,683,721,733,763,576,575,621,640,646
"1883 Karlskoga","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",557,544,560,580,599,473,468,494,510,502
"1883 Karlskoga","kvinnor","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",136,141,160,153,162,106,109,126,127,143
"1883 Karlskoga","kvinnor","O civila myndigheter och försvaret","totalt",433,392,415,456,481,455,440,457,468,468
"1883 Karlskoga","kvinnor","O civila myndigheter och försvaret","inrikes född",382,352,374,411,426,408,398,411,428,414
"1883 Karlskoga","kvinnor","O civila myndigheter och försvaret","utrikes född",52,37,45,44,49,50,44,47,45,54
"1883 Karlskoga","kvinnor","P utbildningsväsendet","totalt",959,965,1004,1001,1002,911,925,952,936,943
"1883 Karlskoga","kvinnor","P utbildningsväsendet","inrikes född",841,834,844,839,834,813,804,809,779,778
"1883 Karlskoga","kvinnor","P utbildningsväsendet","utrikes född",114,128,160,164,167,99,121,145,155,161
"1883 Karlskoga","kvinnor","Q enheter för vård och omsorg, socialtjänst","totalt",2103,2206,2146,2185,2170,1951,1977,1958,2009,1986
"1883 Karlskoga","kvinnor","Q enheter för vård och omsorg, socialtjänst","inrikes född",1768,1814,1742,1737,1707,1616,1604,1552,1558,1538
"1883 Karlskoga","kvinnor","Q enheter för vård och omsorg, socialtjänst","utrikes född",338,391,408,448,461,334,375,404,451,450
"1883 Karlskoga","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",297,279,286,298,294,299,302,285,297,284
"1883 Karlskoga","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",251,241,246,256,245,246,247,231,244,217
"1883 Karlskoga","kvinnor","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",43,34,42,41,49,52,52,54,52,65
"1883 Karlskoga","kvinnor","US uppgift saknas","totalt",46,47,41,38,11,61,51,52,43,14
"1883 Karlskoga","kvinnor","US uppgift saknas","inrikes född",41,40,35,33,6,50,42,45,35,9
"1883 Karlskoga","kvinnor","US uppgift saknas","utrikes född",8,7,6,5,0,9,6,6,7,4
"1883 Karlskoga","totalt","A-U+US Total","totalt",14929,15321,15632,16000,16625,13658,13994,14268,14402,14445
"1883 Karlskoga","totalt","A-U+US Total","inrikes född",12955,13191,13306,13599,14094,11679,11823,11904,11963,11976
"1883 Karlskoga","totalt","A-U+US Total","utrikes född",1977,2134,2329,2402,2531,1980,2174,2361,2440,2466
"1883 Karlskoga","totalt","A företag inom jordbruk, skogsbruk och fiske","totalt",225,214,201,167,141,168,160,147,142,133
"1883 Karlskoga","totalt","A företag inom jordbruk, skogsbruk och fiske","inrikes född",206,196,188,152,130,153,143,134,132,126
"1883 Karlskoga","totalt","A företag inom jordbruk, skogsbruk och fiske","utrikes född",20,18,13,17,12,13,15,11,13,6
"1883 Karlskoga","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",4252,4457,4608,4916,5447,3359,3480,3602,3739,3952
"1883 Karlskoga","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",3891,4059,4167,4447,4946,3031,3107,3208,3332,3533
"1883 Karlskoga","totalt","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",360,401,440,471,504,323,373,394,408,420
"1883 Karlskoga","totalt","D+E företag inom energi och miljö","totalt",236,213,223,173,173,199,188,194,163,166
"1883 Karlskoga","totalt","D+E företag inom energi och miljö","inrikes född",214,197,200,153,153,178,173,174,143,146
"1883 Karlskoga","totalt","D+E företag inom energi och miljö","utrikes född",19,18,26,23,21,18,18,18,17,19
"1883 Karlskoga","totalt","F byggindustri","totalt",1029,1128,1121,1133,1153,1030,1164,1119,1099,1033
"1883 Karlskoga","totalt","F byggindustri","inrikes född",895,965,983,1008,1032,906,999,969,965,920
"1883 Karlskoga","totalt","F byggindustri","utrikes född",132,162,137,127,121,124,167,149,140,112
"1883 Karlskoga","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",1328,1384,1336,1324,1299,1228,1258,1234,1232,1217
"1883 Karlskoga","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",1174,1219,1162,1163,1129,1075,1091,1059,1048,1037
"1883 Karlskoga","totalt","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",148,162,173,161,170,152,170,176,189,183
"1883 Karlskoga","totalt","H transport- och magasineringsföretag","totalt",261,291,301,336,355,391,419,437,395,387
"1883 Karlskoga","totalt","H transport- och magasineringsföretag","inrikes född",193,217,221,256,263,265,287,296,263,260
"1883 Karlskoga","totalt","H transport- och magasineringsföretag","utrikes född",69,77,77,85,92,126,131,140,130,127
"1883 Karlskoga","totalt","I hotell och restauranger","totalt",392,408,435,418,474,411,424,481,471,445
"1883 Karlskoga","totalt","I hotell och restauranger","inrikes född",235,245,244,240,268,245,253,257,256,237
"1883 Karlskoga","totalt","I hotell och restauranger","utrikes född",160,162,192,181,204,161,172,224,216,207
"1883 Karlskoga","totalt","J informations- och kommunikationsföretag","totalt",368,372,397,402,393,340,360,378,399,374
"1883 Karlskoga","totalt","J informations- och kommunikationsföretag","inrikes född",349,358,379,383,372,326,344,359,372,346
"1883 Karlskoga","totalt","J informations- och kommunikationsföretag","utrikes född",16,16,18,18,22,14,15,21,27,29
"1883 Karlskoga","totalt","K kreditinstitut och försäkringsbolag m.m.","totalt",57,51,46,45,43,71,74,67,64,63
"1883 Karlskoga","totalt","K kreditinstitut och försäkringsbolag m.m.","inrikes född",56,49,48,45,42,67,71,61,59,60
"1883 Karlskoga","totalt","K kreditinstitut och försäkringsbolag m.m.","utrikes född",0,3,0,3,3,3,3,6,4,4
"1883 Karlskoga","totalt","L fastighetsbolag och fastighetsförvaltare","totalt",318,282,285,287,283,311,287,286,277,275
"1883 Karlskoga","totalt","L fastighetsbolag och fastighetsförvaltare","inrikes född",290,259,262,258,255,287,266,258,255,251
"1883 Karlskoga","totalt","L fastighetsbolag och fastighetsförvaltare","utrikes född",24,21,25,24,30,25,23,25,25,25
"1883 Karlskoga","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","totalt",1383,1367,1452,1455,1520,1218,1230,1307,1310,1370
"1883 Karlskoga","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","inrikes född",1148,1120,1164,1184,1236,1017,1002,1054,1065,1079
"1883 Karlskoga","totalt","M+N företag inom juridik, ekonomi, vetenskap och teknik; företag inom uthyrning, fastighetsservice, resetjänster och andra stödtjänster","utrikes född",236,246,288,278,283,200,228,255,248,288
"1883 Karlskoga","totalt","O civila myndigheter och försvaret","totalt",697,654,698,757,806,754,738,754,784,790
"1883 Karlskoga","totalt","O civila myndigheter och försvaret","inrikes född",621,593,625,680,712,677,668,682,710,715
"1883 Karlskoga","totalt","O civila myndigheter och försvaret","utrikes född",78,63,75,76,91,77,72,73,74,75
"1883 Karlskoga","totalt","P utbildningsväsendet","totalt",1266,1254,1309,1303,1309,1194,1202,1233,1210,1216
"1883 Karlskoga","totalt","P utbildningsväsendet","inrikes född",1103,1080,1103,1088,1087,1045,1040,1050,1012,1007
"1883 Karlskoga","totalt","P utbildningsväsendet","utrikes född",163,173,203,213,224,153,160,185,198,208
"1883 Karlskoga","totalt","Q enheter för vård och omsorg, socialtjänst","totalt",2494,2625,2584,2653,2670,2307,2355,2386,2456,2453
"1883 Karlskoga","totalt","Q enheter för vård och omsorg, socialtjänst","inrikes född",2048,2108,2024,2024,2007,1855,1853,1822,1829,1813
"1883 Karlskoga","totalt","Q enheter för vård och omsorg, socialtjänst","utrikes född",441,521,560,629,660,452,506,559,628,634
"1883 Karlskoga","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","totalt",520,512,538,539,538,522,525,517,531,512
"1883 Karlskoga","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","inrikes född",440,438,455,448,445,425,423,410,422,399
"1883 Karlskoga","totalt","R+S+T+U enheter för kultur, nöje och fritid; andra serviceföretag m.m.","utrikes född",82,74,80,92,91,98,99,101,107,114
"1883 Karlskoga","totalt","US uppgift saknas","totalt",109,103,95,82,25,163,129,128,130,64
"1883 Karlskoga","totalt","US uppgift saknas","inrikes född",84,85,77,69,16,132,103,108,107,55
"1883 Karlskoga","totalt","US uppgift saknas","utrikes född",21,20,15,10,7,28,26,19,21,10
"1884 Nora","män","A-U+US Total","totalt",1694,1722,1729,1693,1561,2455,2523,2529,2531,2445
"1884 Nora","män","A-U+US Total","inrikes född",1434,1449,1457,1421,1306,2138,2171,2167,2178,2106
"1884 Nora","män","A-U+US Total","utrikes född",261,276,274,270,255,319,355,362,354,340
"1884 Nora","män","A företag inom jordbruk, skogsbruk och fiske","totalt",94,98,91,89,89,102,106,95,89,94
"1884 Nora","män","A företag inom jordbruk, skogsbruk och fiske","inrikes född",92,95,87,84,88,97,101,85,82,86
"1884 Nora","män","A företag inom jordbruk, skogsbruk och fiske","utrikes född",4,4,4,3,4,5,8,8,6,6
"1884 Nora","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","totalt",401,399,396,379,382,522,519,530,508,515
"1884 Nora","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","inrikes född",365,359,361,340,337,465,462,468,459,459
"1884 Nora","män","B+C tillverkningsindustri; gruvor och mineralutvinningsindustri","utrikes född",35,36,35,40,47,57,57,60,50,55
"1884 Nora","män","D+E företag inom energi och miljö","totalt",13,10,6,7,6,29,25,23,27,21
"1884 Nora","män","D+E företag inom energi och miljö","inrikes född",13,10,6,7,6,29,25,21,27,21
"1884 Nora","män","D+E företag inom energi och miljö","utrikes född",0,0,0,0,0,0,0,3,0,0
"1884 Nora","män","F byggindustri","totalt",317,343,360,336,268,455,470,476,462,444
"1884 Nora","män","F byggindustri","inrikes född",286,306,311,303,243,420,431,440,424,412
"1884 Nora","män","F byggindustri","utrikes född",34,37,47,30,18,38,38,33,38,32
"1884 Nora","män","G handel; serviceverkstäder för motorfordon och motorcyklar","totalt",127,139,148,151,135,257,275,274,268,261
"1884 Nora","män","G handel; serviceverkstäder för motorfordon och motorcyklar","inrikes född",114,120,134,136,120,239,252,245,243,238
"1884 Nora","män","G handel; serviceverkstäder för motorfordon och motorcyklar","utrikes född",14,15,16,13,13,22,24,26,21,21
"1884 Nora","män","H transport- och magasineringsföretag","totalt",84,75,79,61,60,155,145,156,153,142
